hospital,average_billing
Cruz Sons And,33696.97
"Cruz Ward Gallegos, And",34600.18
"Cruz, Burns Mathis And",10239.4
"Cruz, Flores And Wolf",4928.97
"Cruz, Love Graham And",43491.1
"Cruz, Taylor Montoya And",45268.5
"Cruz, Valenzuela And Howell",24102.57
Cruz-Allison,19041.78
Cruz-Baker,4034.35
Cruz-Booker,34584.96
Cruz-Bryant,39628.11
Cruz-Chang,2307.66
Cruz-Cohen,6005.42
Cruz-Evans,280.39
Cruz-Fritz,5402.66
Cruz-Garrett,20935.36
Cruz-George,34134.86
Cruz-Gibson,38643.15
Cruz-Glenn,19852.38
Cruz-Hamilton,15784.91
Cruz-Hayes,16188.82
Cruz-Jackson,23466.95
Cruz-Jimenez,3767.64
Cruz-Johnson,34479.47
Cruz-Jones,44915.34
Cruz-Mclaughlin,35171.35
Cruz-Molina,20871.67
Cruz-Nelson,6743.31
Cruz-Ramos,44640.95
Cruz-Rasmussen,45061.21
Cruz-Raymond,33620.78
Cruz-Reed,44240.86
Cruz-Santiago,25835.32
Cruz-Schultz,10324.26
Cruz-Smith,30576.16
Cruz-Ward,45138.13
Cruz-Warner,41322.45
"Cuevas Alvarez Hernandez, And",45547.43
"Cuevas And Davis, Stewart",37253.23
"Cuevas And Jackson, Nunez",22202.81
"Cuevas, And Garcia Kelly",11867.66
"Cuevas, And Kemp Clark",24063.69
"Cuevas, Morrison Johnson And",22046.62
Cuevas-Alexander,33163.27
Cuevas-Cruz,18841.09
Cuevas-Estrada,35991.38
Cuevas-Finley,47957.09
Cuevas-Juarez,41317.64
Cuevas-Pham,26362.12
Cuevas-Skinner,46093.25
"Cummings Becker, Lam And",6436.23
Cummings Group,26665.62
"Cummings Hamilton, Browning And",15969.95
Cummings Inc,18903.51
"Cummings Johnson Santana, And",9577.83
"Cummings Long, Barron And",32450.59
Cummings Ltd,47027.75
Cummings Plc,7118.87
"Cummings Ross Stewart, And",8716.72
Cummings-Barnes,22731.44
Cummings-Ellison,41673.28
Cummings-Gross,49213.45
Cummings-Harvey,48971.5
Cummings-Hernandez,34207.32
Cummings-Johnson,2693.88
Cummings-Macias,29481.16
Cummings-Norman,34049.29
Cummings-Sosa,35844.2
Cummings-Stanley,27701.84
Cummings-Thomas,48660.63
Cummings-Wilson,21368.43
"Cunningham Allen, Marsh And",5046.04
"Cunningham And Bell, Patterson",46014.83
"Cunningham And Nunez, Franco",30709.77
"Cunningham And Powers, Nolan",48541.34
Cunningham And Sons,21951.83
"Cunningham Andrade And Butler,",46134.93
"Cunningham Burke And Ferguson,",26261.9
Cunningham Group,33449.56
Cunningham Inc,21839.65
Cunningham Llc,24505.35
Cunningham Ltd,28112.17
"Cunningham Perez, Ortiz And",38220.29
"Cunningham Powell And Sanchez,",13552.77
"Cunningham Rodriguez, Jensen And",37561.72
Cunningham Sons And,7196.85
"Cunningham White Quinn, And",27039.74
"Cunningham, Aguilar And Acevedo",48482.64
"Cunningham, And King Phillips",11340.73
"Cunningham, Chung And Green",39969.67
"Cunningham, Larsen Alexander And",11604.27
"Cunningham, Miles And Hansen",30553.41
"Cunningham, Moreno Wilson And",38158.01
"Cunningham, Thomas Wilkinson And",38467.22
"Cunningham, Woods Ruiz And",17214.52
Cunningham-Delacruz,4989.73
Cunningham-Deleon,46369.69
Cunningham-Galvan,41071.18
Cunningham-Gonzales,38168.41
Cunningham-Gonzalez,43651.64
Cunningham-Jones,9927.19
Cunningham-King,24023.96
Cunningham-Li,38479.56
Cunningham-Matthews,29525.37
Cunningham-Moss,19222.84
Cunningham-Salinas,14546.48
Cunningham-Stephens,45005.55
Cunningham-Vargas,22254.76
Cunningham-Wade,46295.56
Cunningham-Williams,41937.36
"Curry And Baldwin, Yang",49261.2
"Curry And Gonzales, Thompson",9659.2
Curry And Sons,11333.14
"Curry Fields, And Miller",49928.81
"Curry Harris And Jackson,",48329.37
Curry Llc,36579.55
"Curry Macdonald, And Peterson",2035.29
"Curry Miller And Padilla,",20909.85
Curry Plc,39306.85
"Curry Richardson, Riley And",40538.27
"Curry Rivera And Todd,",21433.27
"Curry Robbins, Reeves And",32569.36
"Curry Smith, And Bryant",15047.46
Curry Sons And,25785.84
"Curry, And Taylor Nixon",8383.64
Curry-Atkins,33827.04
Curry-Beard,14151.61
Curry-Burns,7228.48
Curry-Harvey,18965.89
Curry-Kelley,43127.58
Curry-Kim,28579.93
Curry-Mendoza,34566.61
Curry-Porter,12620.64
Curry-Reid,16456.01
Curry-Reyes,27014.68
Curry-Rodriguez,9609.12
Curry-Wood,11244.89
"Curtis And Ayala, Gould",40822.8
"Curtis And Brown Horn,",48026.71
"Curtis And Bryant Lowery,",37524.67
"Curtis And Sanders Harrington,",25312.11
"Curtis Gonzalez Townsend, And",21049.47
Curtis Group,43860.94
Curtis Inc,1366.79
Curtis Llc,4262.28
Curtis Plc,29483.53
"Curtis Roth, Williams And",27798.22
Curtis Sons And,46153.58
"Curtis Wallace And Ali,",34553.12
"Curtis Wolfe, And Jenkins",14831.72
"Curtis, Jones And Mcgee",41516.83
"Curtis, Summers And Miller",19223.62
Curtis-Conway,5135.02
Curtis-Cox,27903.95
Curtis-Harris,3415.06
Curtis-Hensley,26715.28
Curtis-Hernandez,22047.42
Curtis-Hurley,17233.57
Curtis-Lin,14549.49
Curtis-Salazar,30666.81
Curtis-Schwartz,47086.19
Curtis-Washington,13714.85
Curtis-Winters,47114.98
"Dalton Dennis, And Mathis",47349.64
Dalton Group,29520.59
"Dalton Hall, Williams And",5327.03
Dalton Inc,17742.57
Dalton Llc,38896.31
Dalton Ltd,13227.32
"Dalton Moreno, And Compton",21383.95
Dalton-Collins,10084.44
Dalton-Davis,24210.69
Dalton-Jones,47999.29
Dalton-Martinez,25427.4
Dalton-Shelton,46402.22
Dalton-Stephenson,24728.79
"Daniel And Smith, Logan",21682.54
Daniel Group,22930.79
Daniel Inc,10476.51
"Daniel Johnson, And Dominguez",7563.69
Daniel Llc,8639.33
"Daniel Lopez, Bates And",24014.28
Daniel Ltd,22312.72
Daniel Plc,46262.93
"Daniel Reed And Brady,",5957.74
Daniel Sons And,31817.77
"Daniel, And Mcknight Holmes",32461.74
"Daniel, And Williams Lawrence",13274.22
"Daniel, Trujillo And Gonzalez",50290.21
Daniel-Adams,34530.55
Daniel-Anderson,33606.64
Daniel-Lane,23356.31
Daniel-Mccarthy,7196.11
Daniel-Murillo,24872.35
"Daniels And Best Shaffer,",29967.93
"Daniels And Contreras Howell,",33806.11
"Daniels And Ewing, Morris",3287.66
"Daniels And Mcpherson, Baker",51297.57
"Daniels And Page, Hood",46212.0
"Daniels And White, Hamilton",20296.94
"Daniels And Williams Novak,",45883.49
"Daniels Goodwin And Bennett,",2423.48
Daniels Group,16159.26
Daniels Inc,10581.96
"Daniels Johnson And Jones,",23595.98
Daniels Llc,38865.6
Daniels Ltd,1510.92
"Daniels Moore Lloyd, And",31408.16
"Daniels Moss Smith, And",2226.32
"Daniels Nguyen, And Padilla",13270.18
"Daniels Rogers, And Hunter",39012.08
"Daniels Serrano, Smith And",16424.07
"Daniels, And Clark Foley",8342.05
"Daniels, And Weaver Parks",7805.19
"Daniels, Jones And Brock",4010.09
"Daniels, Martin Knapp And",46927.06
"Daniels, Nguyen Alvarez And",13489.46
Daniels-Castaneda,43750.65
Daniels-Chang,43124.11
Daniels-Chen,29389.69
Daniels-Guzman,30292.73
Daniels-Higgins,38138.43
Daniels-Holland,2055.73
Daniels-Lopez,17937.65
Daniels-Lowe,45242.39
Daniels-Owens,45020.22
Daniels-Patterson,38727.66
Daniels-Pham,15063.83
Daniels-Pope,8099.82
Daniels-Powell,34202.72
Daniels-Reynolds,31114.37
Daniels-Rodriguez,41398.76
Daniels-Romero,7062.45
Daniels-Simmons,21514.47
Daniels-Thomas,17607.47
Daniels-Vargas,38981.37
Daniels-Wheeler,48795.45
Daniels-Young,40354.05
"Daugherty And Lowe, Durham",29672.07
"Daugherty And Mclean, Parsons",26522.98
"Daugherty And Robinson, Wood",21022.63
Daugherty Group,6020.55
"Daugherty Gutierrez, And Morgan",34276.57
"Daugherty Parks, Macdonald And",9034.41
"Daugherty, Frank Harris And",31670.78
Daugherty-Miller,2238.94
Daugherty-Singleton,43810.14
Daugherty-Small,35847.44
Daugherty-Smith,34698.29
Davenport And Sons,26279.23
"Davenport Green, And Walker",38788.65
"Davenport Henry Burns, And",31865.69
"Davenport Hernandez Sweeney, And",6712.8
"Davenport Lucero, Brooks And",19991.63
Davenport Plc,29914.87
"Davenport, Baker Robinson And",9847.65
"Davenport, Rivera And Yates",2073.83
Davenport-Bentley,49348.67
Davenport-Hurst,8323.57
Davenport-King,18348.46
Davenport-Martin,31019.17
Davenport-Robinson,25975.17
Davenport-Simpson,38025.75
"David And Byrd Alexander,",6293.25
David And Sons,30788.66
"David Gomez, Mcclain And",49115.09
David Inc,24695.57
David Llc,2861.91
David Plc,30997.11
David Sons And,32808.15
"David, Cunningham And Shaffer",15076.56
"David, Hess Rivera And",19482.99
David-Campbell,24377.49
David-Duncan,10585.22
David-Johnson,9167.98
David-Sellers,14735.41
David-Simon,22800.79
"Davidson And Hines Mullins,",2622.54
"Davidson And Lane, Maldonado",39510.29
Davidson And Sons,2780.22
"Davidson Bryant Hoover, And",42217.01
Davidson Group,27217.38
Davidson Inc,17101.24
Davidson Llc,37229.0
Davidson Ltd,34650.11
Davidson Plc,35084.89
"Davidson Smith And Wright,",4715.87
"Davidson Stein, Jones And",10114.92
"Davidson, And Powers Bradshaw",15160.35
"Davidson, Bennett And Taylor",17503.97
"Davidson, Richards And Grant",42415.95
"Davidson, Ross Baker And",33933.89
Davidson-Arnold,36645.87
Davidson-Davis,24310.64
Davidson-Fuller,9548.63
Davidson-Henderson,3403.09
Davidson-James,41518.26
Davidson-Keith,21432.18
Davidson-King,12114.19
Davidson-Martin,37998.12
Davidson-Mendez,8431.6
Davidson-Moore,38031.91
Davidson-Peters,42752.08
Davidson-Reed,41526.7
Davidson-Shaw,28297.08
Davidson-Smith,32775.25
Davidson-Wade,36306.65
Davidson-Wilkerson,26704.6
Davidson-Woodward,23867.24
"Davies Coleman, And Mckenzie",43724.38
"Davies Lopez And Fritz,",36472.97
"Davies, And Wyatt Shaffer",42756.7
"Davies, Swanson And Romero",17013.5
Davies-Ford,12026.54
Davies-Jones,41551.2
Davies-Murphy,27669.61
Davies-Robinson,45279.66
"Davila And Aguilar, Wiggins",2524.72
"Davila Gallagher And Anderson,",23981.51
Davila Group,19894.96
Davila Ltd,5005.78
"Davila White, And Bowman",40239.74
"Davila, And Reyes Mccoy",3068.06
Davila-Carpenter,36157.28
Davila-Castaneda,34719.78
Davila-Fleming,40317.27
Davila-Harding,10653.47
"Davis Acosta Gray, And",35455.21
"Davis Adams Summers, And",12016.66
"Davis And Andersen Allen,",7175.12
"Davis And Banks, Morrison",28769.29
"Davis And Duran Miller,",30100.52
"Davis And Gallagher Joseph,",47361.56
"Davis And Graham, Warner",16251.82
"Davis And Gutierrez Freeman,",30554.93
"Davis And Haley, Collins",43167.42
"Davis And Hamilton, Taylor",16387.33
"Davis And Henderson, Henderson",6316.87
"Davis And Jackson, Spence",27633.32
"Davis And Jordan, Turner",31369.71
"Davis And Kelly Hale,",27695.43
"Davis And Lawrence Davis,",5853.99
"Davis And Lewis Dillon,",10497.8
"Davis And Livingston, Allen",44421.35
"Davis And Murphy, Chan",21285.07
"Davis And Page Riley,",48637.85
"Davis And Pineda, Haynes",31920.92
"Davis And Roberts Jensen,",15271.11
"Davis And Robinson, Ross",11756.82
"Davis And Rodriguez Smith,",49079.09
Davis And Sons,34292.18
"Davis And Taylor, Higgins",17481.58
"Davis And Wilkins, Castillo",42839.29
"Davis And Woodard, Hamilton",27739.28
"Davis Anderson And Obrien,",45381.03
"Davis Bailey Logan, And",35348.47
"Davis Berger, Rosales And",35150.09
"Davis Bishop, Thomas And",34058.67
"Davis Bond And Watson,",42385.51
"Davis Bradley And Perkins,",36711.67
"Davis Burch, Anderson And",43866.76
"Davis Burnett And Carlson,",46317.89
"Davis Caldwell, And Lopez",38492.37
"Davis Campbell And Jackson,",27499.57
"Davis Chung And Perez,",41844.4
"Davis Clark, And Wheeler",26878.4
"Davis Coleman, Hardy And",13864.1
"Davis Cooper, Stewart And",32236.07
"Davis Craig, And Bender",2183.72
"Davis Daniel And Pierce,",41008.39
"Davis Davis, And Davis",22316.17
"Davis Dawson Rogers, And",24219.74
"Davis Day, And Dunn",30298.41
"Davis Dennis, And Johnson",25256.04
"Davis Elliott And Anderson,",22580.85
"Davis Ewing And Hudson,",34371.88
"Davis Flores, Mason And",41069.14
"Davis Foster And Miller,",23189.6
"Davis Garcia, And Gay",11242.74
"Davis Griffin, And Charles",8074.06
Davis Group,27994.6
"Davis Henson, And Mack",28011.94
"Davis Hodges Wells, And",2417.55
Davis Inc,27977.02
"Davis Johnson, And Gilmore",39940.53
"Davis Jones, And Salinas",37418.6
"Davis Leonard, And Flores",49984.57
"Davis Lewis, And Watson",21886.64
Davis Llc,23491.2
Davis Ltd,17257.49
"Davis Mack, Rodriguez And",4757.9
"Davis Maddox Harris, And",11064.03
"Davis Mclaughlin, Williams And",19005.79
"Davis Merritt And Payne,",9908.35
"Davis Miller, And Harrison",43721.83
"Davis Miller, Best And",25406.07
"Davis Mills, And Becker",45587.58
"Davis Miranda, And Estrada",32786.32
"Davis Moore Bartlett, And",41320.71
"Davis Nguyen Wade, And",46710.06
"Davis Obrien And Rose,",6052.64
"Davis Parks, Young And",8230.57
"Davis Petersen, And Colon",30281.64
Davis Plc,24265.87
"Davis Ramirez Spencer, And",46995.28
"Davis Ruiz And Hanna,",19938.54
"Davis Schmidt, Jones And",27010.37
"Davis Scott And Sanchez,",29895.13
"Davis Shields And Armstrong,",29188.76
"Davis Smith Bell, And",12823.34
Davis Sons And,18495.65
"Davis Stone And Shaw,",12347.01
"Davis Thomas, And Miller",49080.24
"Davis Wells, And Gonzalez",43002.19
"Davis White, Flores And",21856.74
"Davis Wilkerson Palmer, And",40123.01
"Davis Williams And Oconnell,",6760.66
"Davis Wood Kemp, And",16075.01
"Davis Wright And Graham,",40112.97
"Davis, And Abbott Carr",44477.48
"Davis, And Brennan Whitaker",44556.69
"Davis, And Clay Faulkner",42237.33
"Davis, And Collins Simpson",44712.86
"Davis, And Cooper Thompson",17122.95
"Davis, And Davidson Brown",44140.3
"Davis, And Foster Stanley",17826.61
"Davis, And Hoffman Holden",33729.63
"Davis, And Maxwell Wright",28570.31
"Davis, And Michael Morrison",47837.38
"Davis, And Potter Cox",12702.42
"Davis, And Reeves Davis",11638.19
"Davis, And Rivera Larsen",43405.81
"Davis, And Taylor Nguyen",47536.37
"Davis, And Thompson Gonzalez",42356.55
"Davis, And Wall Weiss",39002.74
"Davis, Bailey And Tran",17821.97
"Davis, Baker And Moon",15834.18
"Davis, Barrett And Wells",13657.44
"Davis, Blackwell And Valdez",15513.04
"Davis, Bond And Russell",45307.28
"Davis, Burgess Bass And",34430.68
"Davis, Dennis Guerrero And",18463.95
"Davis, Eaton Williams And",45903.55
"Davis, Elliott Barnes And",11897.38
"Davis, Ford And Peterson",23449.05
"Davis, Guzman And Hill",24814.09
"Davis, Hess And Robinson",40595.27
"Davis, Morris Richardson And",28087.84
"Davis, Murray And Clark",48190.12
"Davis, Peck And Moreno",43532.36
"Davis, Perkins Garza And",24802.18
"Davis, Pittman And Hernandez",31135.2
"Davis, Ray And Thompson",40037.48
"Davis, Reed Young And",13430.29
"Davis, Roberson And Benson",19523.64
"Davis, Shelton Sandoval And",33180.13
"Davis, Thompson And Johnson",27421.7
"Davis, Torres And Chase",36210.09
"Davis, Turner Daniel And",33623.65
"Davis, Vasquez Chavez And",12178.63
"Davis, Vazquez Cox And",11754.75
"Davis, Watson Walker And",26115.7
"Davis, Wilson Ho And",25277.48
"Davis, Wise Schmitt And",21440.51
Davis-Aguirre,17839.02
Davis-Alexander,37185.53
Davis-Andrews,22786.08
Davis-Arroyo,9333.86
Davis-Baker,17232.7
Davis-Bates,50441.63
Davis-Bell,34054.06
Davis-Bennett,39636.48
Davis-Benton,45799.86
Davis-Bishop,43354.29
Davis-Brennan,33350.67
Davis-Briggs,35154.44
Davis-Brown,39303.81
Davis-Burch,11918.05
Davis-Butler,24855.26
Davis-Caldwell,2956.21
Davis-Cameron,11787.24
Davis-Campbell,19965.07
Davis-Carlson,38684.68
Davis-Carroll,16033.98
Davis-Coleman,37945.81
Davis-Collins,19097.76
Davis-Colon,13028.26
Davis-Compton,3577.22
Davis-Contreras,5840.54
Davis-Cooke,47500.46
Davis-Crawford,38228.39
Davis-Cunningham,50226.84
Davis-Daniels,30672.86
Davis-Daugherty,4624.15
Davis-Davis,35685.3
Davis-Dean,37223.21
Davis-Doyle,12980.01
Davis-Duran,49751.54
Davis-Erickson,12294.77
Davis-Evans,16727.23
Davis-Farrell,11739.89
Davis-Fernandez,42577.94
Davis-Figueroa,10622.61
Davis-Flowers,46754.9
Davis-Franklin,42543.78
Davis-Frazier,9299.03
Davis-Freeman,19728.82
Davis-Fritz,46369.54
Davis-Garcia,12389.48
Davis-Gay,43423.7
Davis-Gentry,47461.81
Davis-Gibbs,4083.3
Davis-Gill,36181.38
Davis-Gomez,23364.0
Davis-Grant,45253.13
Davis-Hansen,50049.12
Davis-Hardin,19945.9
Davis-Harrell,31147.73
Davis-Harris,31269.59
Davis-Hicks,29177.76
Davis-Hobbs,22607.26
Davis-Hooper,37315.89
Davis-Howard,26526.73
Davis-Hunt,12414.99
Davis-Ibarra,43987.53
Davis-Ingram,14098.32
Davis-Jackson,11540.31
Davis-Jones,10647.04
Davis-Joyce,8765.89
Davis-Kirk,33428.63
Davis-Knight,20750.97
Davis-Larson,32477.43
Davis-Lawrence,32019.91
Davis-Lee,8572.07
Davis-Levy,31065.19
Davis-Love,24461.5
Davis-Lowe,48239.38
Davis-Luna,43307.92
Davis-Mann,14463.6
Davis-Martin,38649.55
Davis-Martinez,29941.04
Davis-May,5113.67
Davis-Mays,46518.91
Davis-Mcdonald,28874.71
Davis-Mcpherson,46469.86
Davis-Meyer,23083.29
Davis-Miller,44856.81
Davis-Montoya,2921.1
Davis-Moore,29775.64
Davis-Moran,11896.36
Davis-Morgan,13128.61
Davis-Moyer,9780.44
Davis-Neal,48607.95
Davis-Newman,1667.55
Davis-Nguyen,34599.41
Davis-Norman,32148.44
Davis-Oliver,48800.06
Davis-Olson,45882.07
Davis-Owens,22928.43
Davis-Padilla,25066.52
Davis-Parker,22122.79
Davis-Patterson,35036.25
Davis-Pearson,46565.65
Davis-Peters,31845.38
Davis-Potter,19271.96
Davis-Ramirez,33093.3
Davis-Ramos,24061.19
Davis-Reynolds,48052.87
Davis-Richardson,41883.47
Davis-Riley,13121.33
Davis-Rivas,43878.19
Davis-Rivera,30721.13
Davis-Robinson,15649.65
Davis-Rodriguez,29606.09
Davis-Roman,43537.75
Davis-Sanchez,10234.31
Davis-Scott,41526.19
Davis-Serrano,37184.41
Davis-Sexton,31462.27
Davis-Sharp,37964.33
Davis-Simmons,22807.94
Davis-Simpson,7748.84
Davis-Smith,20575.29
Davis-Stevens,35455.21
Davis-Stokes,38038.86
Davis-Thomas,29049.07
Davis-Townsend,4002.45
Davis-Tucker,29208.29
Davis-Turner,2169.82
Davis-Warren,7453.25
Davis-Washington,47161.05
Davis-Waters,25133.51
Davis-Watts,49361.1
Davis-West,6906.34
Davis-Wilkinson,16375.66
Davis-Williams,31535.89
Davis-Willis,33911.17
Davis-Wilson,25313.06
Davis-Young,4543.0
"Dawson And Duncan, Perez",33399.6
"Dawson And Huber, Miller",11996.74
"Dawson Griffin, And Carlson",23156.12
Dawson Group,45848.53
Dawson Inc,36233.42
"Dawson Johnson And Walters,",36889.43
Dawson Llc,28062.14
Dawson Ltd,16039.31
"Dawson Martin, Medina And",35695.57
"Dawson Snyder Farmer, And",43515.71
"Dawson, Walker Cox And",18497.38
"Dawson, Wolf Hanson And",24112.34
Dawson-Archer,18898.87
Dawson-Baker,16660.53
Dawson-Bryant,11514.2
Dawson-Burke,19277.74
Dawson-Freeman,3408.49
Dawson-Jacobson,33557.75
Dawson-Jones,21125.32
Dawson-Joseph,30580.51
Dawson-Mendoza,27561.46
Dawson-Nguyen,7514.49
Dawson-Reyes,36609.13
Dawson-Sanchez,31221.7
Dawson-Terry,46014.65
Dawson-Thompson,20279.35
Dawson-Wheeler,48314.99
Dawson-Williams,4808.31
"Day And Johnson Collins,",10841.84
"Day And Snow, Sanchez",10008.95
"Day And Stuart, Kelly",29218.95
"Day And Whitaker Collier,",7548.62
"Day Cherry Lopez, And",35091.23
"Day Ellison, And Wang",23865.34
"Day Frey, And Rodgers",34712.23
Day Inc,37344.52
"Day Jackson Williams, And",24784.09
"Day Johnson Pineda, And",13935.18
"Day Larsen, Cross And",21725.28
Day Llc,35595.71
Day Ltd,30108.36
"Day Myers, Mayer And",6609.77
Day Plc,29388.76
"Day Potter Vargas, And",27144.22
"Day Williams, And Wilkinson",16136.89
"Day Wyatt And Mccarthy,",6745.17
"Day, Wilson Hunt And",13275.29
Day-Armstrong,4235.4
Day-Barrett,40130.26
Day-Brennan,48885.04
Day-Butler,13109.08
Day-Diaz,21888.75
Day-Harrington,9595.0
Day-Hodge,43391.35
Day-James,48852.43
Day-Kennedy,35748.74
Day-King,23018.36
Day-Lee,9683.39
Day-Nguyen,18901.88
Day-Ponce,45736.43
Day-Ray,4647.61
Day-Ritter,17925.89
Day-Robinson,44294.38
Day-Rocha,29785.15
Day-Rodriguez,44034.04
Day-Smith,36765.42
"Dean And Mitchell, Jordan",10588.04
"Dean And Singh, Thomas",8723.95
"Dean And Smith, Kirby",19204.23
"Dean And Travis White,",4092.67
Dean Group,41856.22
Dean Plc,26910.16
Dean Sons And,4291.01
"Dean Webster And Gibson,",47717.14
"Dean, And Smith Day",35922.23
"Dean, And Turner Horton",30996.25
Dean-Blair,45570.96
Dean-Cooper,40103.45
Dean-Estes,28418.62
Dean-Gutierrez,30046.44
Dean-Harper,19900.48
Dean-Hawkins,10661.51
Dean-Horn,48060.96
Dean-Keller,11329.06
Dean-Martinez,3932.39
Dean-Mccoy,23609.3
Dean-Rasmussen,35314.68
Dean-Robbins,44318.38
Dean-Sanders,25160.18
Dean-Smith,25393.88
"Decker Beltran Rodriguez, And",16474.94
"Decker Glover, And Christensen",21879.53
Decker Group,42600.4
Decker Inc,25834.5
"Decker Johnson Maxwell, And",2876.12
Decker Llc,21695.7
Decker Ltd,22943.18
Decker-Bailey,37074.78
Decker-Cardenas,3588.93
Decker-Cruz,41560.2
Decker-Rhodes,8767.24
"Delacruz And Patrick Walker,",16738.97
"Delacruz Cain Lane, And",22243.25
Delacruz Group,8568.51
"Delacruz Hawkins And Johnson,",48081.54
Delacruz Inc,49749.29
Delacruz Llc,44618.3
"Delacruz Pearson, And Ramirez",49665.63
"Delacruz Ruiz, Haynes And",19730.64
Delacruz-Barry,38609.46
Delacruz-Chavez,3852.95
Delacruz-Hanson,12922.58
Delacruz-Jones,5081.26
Delacruz-Mcmillan,48641.2
Delacruz-Perkins,46426.34
Delacruz-Watson,46157.43
Delacruz-Wilson,4544.13
"Deleon And Allen, Huynh",49652.72
"Deleon And Dennis Holland,",6426.63
Deleon Group,27952.38
Deleon Inc,33992.57
Deleon Llc,9243.29
Deleon Ltd,21684.03
"Deleon Oneal, Moore And",42247.34
"Deleon Parker, Olsen And",34750.25
Deleon Plc,25147.29
"Deleon Wood And Hamilton,",40129.39
"Deleon, And Bowen Thomas",21404.77
"Deleon, And Estes Chavez",15374.31
"Deleon, And Rodriguez Brown",18229.93
Deleon-Boyd,6212.32
Deleon-Davis,30481.0
Deleon-Foley,36186.99
Deleon-Hall,23919.27
Deleon-Holden,24240.09
Deleon-King,40288.07
Deleon-Moore,48885.01
Deleon-Ramos,29429.29
Deleon-Roberts,23553.91
Deleon-Stanley,26659.92
Deleon-Sutton,26777.33
Deleon-White,32377.27
"Delgado And Mendoza Munoz,",36291.92
"Delgado And Roberts, Carter",40258.89
"Delgado And Stanton, Young",22434.46
"Delgado Copeland, Hayden And",4378.76
Delgado Group,36446.48
"Delgado Harris, And Hill",32630.43
Delgado Inc,37627.04
"Delgado Jones And Gould,",45242.71
"Delgado Lewis And Becker,",46830.98
